node_id,node_no,layer_no,agent_id,sequence_no,distance_from_origin,MRM_gate_flag,node_type,is_boundary,#_of_outgoing_nodes,activity_node_flag,agent_type,zone_id,cell_code,info_zone_flag,x_coord,y_coord
91,90,0,AZ-101-LOOP_CLOCKWISE,0,0.0,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,1,0.012879289576688832,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,2,0.01787398668457675,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,3,0.030219008918227073,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,4,0.054321579505755814,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,5,0.06564706010173604,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,6,0.07187333580683052,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,7,0.08454066063144312,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,8,0.08912852854166349,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,9,0.10698932470111013,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,10,0.12297813667478166,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,11,0.13679200451780846,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,12,0.15763715710454587,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,13,0.17180897095321082,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,14,0.176166367959382,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,15,0.18910036382831374,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,16,0.1905505161368017,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,17,0.19428390180352892,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,18,0.19674899593136402,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,19,0.21529248593483266,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,20,0.2158716748441067,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,21,0.22619482443239272,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,22,0.23355834303231796,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,23,0.23904637416200897,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,24,0.2598480496367119,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,25,0.27535706600702825,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,26,0.2792599894363697,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,27,0.2919580298604622,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,28,0.2952115722664016,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,29,0.3081788839294578,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,30,0.3125235589519593,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,31,0.3132142067339898,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,32,0.32502757944519983,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,0,0.0,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,1,0.012923660472168634,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,2,0.0179184960306366,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,3,0.03031676928698032,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,4,0.053874879118192436,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,5,0.06531833586367242,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,6,0.07206437816286045,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,7,0.08466670242781416,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,8,0.08931068972972674,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,9,0.10971950829274416,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,10,0.12386500797239516,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,11,0.1378758550290839,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,12,0.1584330309626065,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,13,0.17189047239448782,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,14,0.17544110493267773,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,15,0.18887859937007426,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,16,0.19166327999906585,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,17,0.19351502370617626,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,18,0.1994671150841719,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,19,0.21547200769473518,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,20,0.21603052492646296,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,21,0.22582780342552844,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,22,0.2337279369266767,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,23,0.23917675472336855,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,24,0.26189211767443754,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,25,0.27552569045371633,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,26,0.2793992312086815,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,27,0.29183767148878637,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,28,0.295600027909333,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,29,0.3086773695948551,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,30,0.3126833831529966,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,31,0.3133930728334666,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,0,116.83865066685512,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,1,116.85249163248179,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,2,116.92435261067966,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,3,117.02506188259807,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,4,117.12394530203156,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,5,117.15635834302877,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,0,116.8348227314991,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,1,116.84666065531653,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,2,116.86527424947954,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,3,116.88260226119216,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,4,116.9176743781269,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,5,117.00794579093288,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,6,117.03727113710052,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,7,117.07265659110186,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,8,117.0803340771338,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,9,117.12025490222578,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
91,90,0,AZ-101-LOOP_CLOCKWISE,10,117.13588227601778,-1,,0,432,0,,-1,,0,-112.214540013118,33.66763000041
